종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"060240","룽투코리아","KOSDAQ","디지털컨텐츠","6810","-360","-5.02","173173424040"
"058470","리노공업","KOSDAQ","반도체","181300","-800","-0.44","2763441681000"
"039980","리노스","KOSDAQ","유통","1535","-45","-2.85","66889599010"
"019570","리더스 기술투자","KOSDAQ","금융","941","-24","-2.49","117708001846"
"016100","리더스코스메틱","KOSDAQ","화학","4845","-120","-2.42","92543831430"
"012700","리드코프","KOSDAQ","유통","9230","-30","-0.32","244097826050"
"302550","리메드","KOSDAQ","의료·정밀기기","28250","-1000","-3.42","172737902000"
"029480","릭스솔루션","KOSDAQ","통신장비","508","-16","-3.05","42884262212"
"277070","린드먼아시아","KOSDAQ","금융","6470","130","2.05","87345000000"
"042500","링네트","KOSDAQ","컴퓨터서비스","7220","300","4.34","110876659160"
"219420","링크제니시스","KOSDAQ","소프트웨어","8940","210","2.41","102537392580"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","5960","-100","-1.65","93977280000"
"222810","마이더스AI","KOSDAQ","소프트웨어","384","-8","-2.04","54231280896"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","19000","-150","-0.78","137970400000"
"098120","마이크로컨텍솔","KOSDAQ","반도체","8340","-20","-0.24","69328468440"
"147760","마이크로프랜드","KOSDAQ","의료·정밀기기","8800","-200","-2.22","95214820800"
"038290","마크로젠","KOSDAQ","기타서비스","35450","-50","-0.14","379866282950"
"220630","맘스터치","KOSDAQ","유통","4810","20","0.42","489742324110"
"267980","매일유업","KOSDAQ","음식료·담배","76500","900","1.19","600038307000"
"005990","매일홀딩스","KOSDAQ","음식료·담배","10550","150","1.44","144728107200"
"127160","매직마이크로","KOSDAQ","반도체","282","0","0.00","24427827282"
"093520","매커스","KOSDAQ","유통","6410","-110","-1.69","103605419720"
"141070","맥스로텍","KOSDAQ","기계·장비","743","0","0.00","26670245050"
"377030","맥스트","KOSDAQ","소프트웨어","50700","11700","30.00","432647993700"
"100590","머큐리","KOSDAQ","일반전기전자","10200","-150","-1.45","150588720000"
"067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠","38750","-600","-1.52","229662686250"
"072870","메가스터디","KOSDAQ","출판·매체복제","13950","-550","-3.79","166297378050"
"215200","메가스터디교육","KOSDAQ","기타서비스","80800","-500","-0.62","958439904000"
"133750","메가엠디","KOSDAQ","기타서비스","5630","-70","-1.23","131781843510"
"235980","메드팩토","KOSDAQ","기타서비스","63500","-1900","-2.91","1302406717000"
"041920","메디아나","KOSDAQ","의료·정밀기기","13500","50","0.37","116781696000"
"014100","메디앙스","KOSDAQ","화학","6200","0","0.00","73160000000"
"054180","메디콕스","KOSDAQ","운송장비·부품","1515","-50","-3.19","111323322615"
"086900","메디톡스","KOSDAQ","제약","208700","-2300","-1.09","1305289940800"
"078160","메디포스트","KOSDAQ","제약","28900","-50","-0.17","470035206600"
"065650","메디프론","KOSDAQ","유통","3100","-65","-2.05","135209472900"
"021880","메이슨캐피탈","KOSDAQ","금융","589","-8","-1.34","89047616312"
"140410","메지온","KOSDAQ","기타서비스","134200","100","0.07","1193401145200"
"241770","메카로","KOSDAQ","반도체","10850","100","0.93","110091044000"
"059210","메타바이오메드","KOSDAQ","제약","3100","-115","-3.58","73973288100"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","13050","-400","-2.97","209459416500"
"096640","멜파스","KOSDAQ","IT부품","2300","0","0.00","79731227300"
"257370","명성티엔에스","KOSDAQ","IT부품","9210","0","0.00","59319850890"
"080420","모다이노칩","KOSDAQ","IT부품","4090","5","0.12","326061433980"
"080160","모두투어","KOSDAQ","기타서비스","24150","-100","-0.41","456435000000"
"100030","모바일리더","KOSDAQ","소프트웨어","21100","-450","-2.09","69286365400"
"087260","모바일어플라이언스","KOSDAQ","소프트웨어","4330","-90","-2.04","140562391180"
"101330","모베이스","KOSDAQ","IT부품","4400","-65","-1.46","105416027200"
"012860","모베이스전자","KOSDAQ","운송장비·부품","2295","-45","-1.92","130708420200"
"348030","모비릭스","KOSDAQ","디지털컨텐츠","22700","350","1.57","211200800000"
"250060","모비스","KOSDAQ","소프트웨어","2920","-10","-0.34","93940236880"
"033200","모아텍","KOSDAQ","IT부품","10250","-200","-1.91","146894646250"
"118990","모트렉스","KOSDAQ","운송장비·부품","6300","50","0.80","245706545700"
"006920","모헨즈","KOSDAQ","비금속","5600","-100","-1.75","61152000000"
"001810","무림SP","KOSDAQ","종이·목재","3690","-95","-2.51","81687375000"
"279600","미디어젠","KOSDAQ","소프트웨어","15350","-500","-3.15","71911388350"
"095500","미래나노텍","KOSDAQ","IT부품","4580","-130","-2.76","131979702820"
"218150","미래생명자원","KOSDAQ","음식료·담배","4585","-65","-1.40","85608497380"
"353490","미래에셋대우스팩 5호","KOSDAQ","금융","2195","15","0.69","11106700000"
"328380","미래에셋대우스팩3호","KOSDAQ","금융","2165","15","0.70","14033530000"
"100790","미래에셋벤처투자","KOSDAQ","금융","8830","-430","-4.64","407909117090"
"049950","미래컴퍼니","KOSDAQ","기계·장비","32150","-450","-1.38","268848137900"
"213090","미래테크놀로지","KOSDAQ","소프트웨어","11950","-150","-1.24","73143416600"
"207760","미스터블루","KOSDAQ","디지털컨텐츠","10350","-300","-2.82","256282922250"
"059090","미코","KOSDAQ","반도체","13600","-150","-1.09","445899460000"
"214610","미코바이오메드","KOSDAQ","의료·정밀기기","15150","-350","-2.26","277011190050"
"201490","미투온","KOSDAQ","디지털컨텐츠","6340","-60","-0.94","198174261800"
"950190","미투젠","KOSDAQ","출판·매체복제","22250","0","0.00","302152597000"
"214180","민앤지","KOSDAQ","소프트웨어","20450","-400","-1.92","252812634200"
"206640","바디텍메드","KOSDAQ","제약","22800","0","0.00","535493568000"
"018700","바른손","KOSDAQ","유통","2860","5","0.18","84288452820"
"035620","바른손이앤에이","KOSDAQ","오락·문화","1440","-20","-1.37","105823444320"
"064520","바른전자","KOSDAQ","반도체","1005","0","0.00","74054909385"
"053030","바이넥스","KOSDAQ","제약","18950","-250","-1.30","601871859600"
"301300","바이브컴퍼니","KOSDAQ","소프트웨어","46000","-1250","-2.65","248131820000"
"064550","바이오니아","KOSDAQ","제약","36500","1650","4.73","920222633500"
"314930","바이오다인","KOSDAQ","의료·정밀기기","44500","-600","-1.33","274484677500"
"208710","바이오로그디바이스","KOSDAQ","IT부품","3965","-430","-9.78","164275548580"
"142760","바이오리더스","KOSDAQ","기타서비스","8790","-600","-6.39","241523638680"
"086820","바이오솔루션","KOSDAQ","제약","28900","-450","-1.53","233842211400"
"038460","바이오스마트","KOSDAQ","정보기기","7410","-190","-2.50","148850598000"
"086040","바이오톡스텍","KOSDAQ","기타서비스","10900","-250","-2.24","159871640700"
"032980","바이온","KOSDAQ","유통","1325","-5","-0.38","88643529525"
"043150","바텍","KOSDAQ","의료·정밀기기","35300","-750","-2.08","524355236800"
"323990","박셀바이오","KOSDAQ","기타서비스","80200","-1300","-1.60","1220884600000"
"267790","배럴","KOSDAQ","섬유·의류","9850","-200","-1.99","77672175000"
"046310","백금T&A","KOSDAQ","통신장비","4135","-50","-1.19","67891080535"
"066410","버킷스튜디오","KOSDAQ","디지털컨텐츠","2515","-10","-0.40","103644996010"
"206400","베노홀딩스","KOSDAQ","소프트웨어","6460","-20","-0.31","149322693280"
"019010","베뉴지","KOSDAQ","유통","2310","0","0.00","111342000000"
"177350","베셀","KOSDAQ","반도체","5230","-110","-2.06","58536084640"
"299910","베스파","KOSDAQ","디지털컨텐츠","31000","400","1.31","252864396000"
"225530","보광산업","KOSDAQ","비금속","7130","40","0.56","259095123510"
"250000","보라티알","KOSDAQ","유통","17250","-50","-0.29","116450144250"
"006910","보성파워텍","KOSDAQ","금속","4490","-115","-2.50","220592909760"
"226340","본느","KOSDAQ","화학","3080","-35","-1.12","94554755680"
"014470","부방","KOSDAQ","금융","3400","-20","-0.58","204177684000"
"008470","부스타","KOSDAQ","금속","7720","-30","-0.39","64885056000"
"338220","뷰노","KOSDAQ","소프트웨어","24000","-350","-1.44","268047744000"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","37150","750","2.06","371569284750"
"337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷","13500","50","0.37","266420218500"
"064480","브리지텍","KOSDAQ","컴퓨터서비스","4935","-25","-0.50","58985587500"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","제약","13000","300","2.36","254717242000"
"251630","브이원텍","KOSDAQ","기계·장비","10700","50","0.47","161041206000"
"018290","브이티지엠피","KOSDAQ","일반전기전자","8780","70","0.80","302768580540"
"044480","블루베리 NFT","KOSDAQ","화학","2925","-50","-1.68","83641360725"
"033560","블루콤","KOSDAQ","IT부품","11000","-700","-5.98","198968517000"
"126340","비나텍","KOSDAQ","IT부품","49450","2950","6.34","254331586150"
"121800","비덴트","KOSDAQ","통신장비","10950","150","1.39","500128164750"
"148140","비디아이","KOSDAQ","기계·장비","3620","5","0.14","95165474100"
"082800","비보존 헬스케어","KOSDAQ","반도체","1510","-10","-0.66","241279452670"
"318410","비비씨","KOSDAQ","기타제조","19000","200","1.06","104599617000"
"200780","비씨월드제약","KOSDAQ","제약","19100","-50","-0.26","169844534400"
"141000","비아트론","KOSDAQ","반도체","10950","-50","-0.45","132656074500"
"090460","비에이치","KOSDAQ","IT부품","19500","-300","-1.52","657007416000"
"083650","비에이치아이","KOSDAQ","기계·장비","5490","-60","-1.08","142740000000"
"086670","비엠티","KOSDAQ","기계·장비","13850","-450","-3.15","112829426650"
"335890","비올","KOSDAQ","의료·정밀기기","2370","-35","-1.46","132571796790"
"138580","비즈니스온","KOSDAQ","소프트웨어","22600","-150","-0.66","257107544000"
"082920","비츠로셀","KOSDAQ","IT부품","16900","200","1.20","364011668800"
"054220","비츠로시스","KOSDAQ","일반전기전자","5430","0","0.00","132601544820"
"042370","비츠로테크","KOSDAQ","금융","10600","-250","-2.30","257335659400"
"032850","비트컴퓨터","KOSDAQ","소프트웨어","11100","300","2.78","184518552300"
"238200","비피도","KOSDAQ","음식료·담배","14600","-200","-1.35","119428000000"
"093190","빅솔론","KOSDAQ","정보기기","5780","-80","-1.37","111200870900"
"065450","빅텍","KOSDAQ","의료·정밀기기","6490","-260","-3.85","185956672000"
"072950","빛샘전자","KOSDAQ","반도체","8640","-170","-1.93","53834621760"
"143240","사람인에이치알","KOSDAQ","인터넷","48900","-200","-0.41","570137960700"
"100090","삼강엠앤티","KOSDAQ","금속","17250","-150","-0.86","630907848000"
"122350","삼기","KOSDAQ","운송장비·부품","4520","65","1.46","173294214560"
"014970","삼륭물산","KOSDAQ","종이·목재","8470","270","3.29","128108750000"
"018310","삼목에스폼","KOSDAQ","금속","14800","-250","-1.66","217560000000"
"053700","삼보모터스","KOSDAQ","운송장비·부품","6770","-100","-1.46","127437775920"
"009620","삼보산업","KOSDAQ","금속","1895","-40","-2.07","72184806170"
"023600","삼보판지","KOSDAQ","종이·목재","16300","-100","-0.61","263571000000"
"380320","삼성머스트스팩5호","KOSDAQ","금융","6660","-60","-0.89","32034600000"
"291230","삼성스팩2호","KOSDAQ","금융","11050","-50","-0.45","83427500000"
"377630","삼성스팩4호","KOSDAQ","금융","7700","-100","-1.28","30954000000"
"009300","삼아제약","KOSDAQ","제약","16250","0","0.00","103512500000"
"225190","삼양옵틱스","KOSDAQ","의료·정밀기기","10250","0","0.00","103615200000"
"361670","삼영에스앤씨","KOSDAQ","일반전기전자","17800","2350","15.21","98917412400"
"054540","삼영엠텍","KOSDAQ","금속","5900","-110","-1.83","85440696600"
"065570","삼영이엔씨","KOSDAQ","통신장비","9550","-450","-4.50","91657099100"
"032280","삼일","KOSDAQ","운송","2780","-50","-1.77","45073780200"
"002290","삼일기업공사","KOSDAQ","건설","7840","-80","-1.01","97216000000"
"037460","삼지전자","KOSDAQ","통신장비","13300","-300","-2.21","217036342600"
"032750","삼진","KOSDAQ","일반전기전자","12100","-100","-0.82","72600000000"
"054090","삼진엘앤디","KOSDAQ","IT부품","3760","-125","-3.22","93846712320"
"000250","삼천당제약","KOSDAQ","제약","51000","-400","-0.78","1161170091000"
"024950","삼천리자전거","KOSDAQ","유통","12600","-250","-1.95","167247070200"
"038500","삼표시멘트","KOSDAQ","비금속","5730","10","0.17","615156601290"
"017480","삼현철강","KOSDAQ","금속","7620","-70","-0.91","119656021800"
"046390","삼화네트웍스","KOSDAQ","오락·문화","3500","-70","-1.96","151105265500"
"027580","상보","KOSDAQ","화학","2320","-40","-1.69","113696458080"
"038540","상상인","KOSDAQ","컴퓨터서비스","7930","-180","-2.22","438753522090"
"307870","상상인이안1호스팩","KOSDAQ","금융","2200","0","0.00","10450000000"
"329560","상상인이안제2호스팩","KOSDAQ","금융","2495","20","0.81","9605750000"
"101000","상상인인더스트리","KOSDAQ","기계·장비","1145","-15","-1.29","81950123200"
"091580","상신이디피","KOSDAQ","IT부품","16800","-600","-3.45","228007264800"
"263810","상신전자","KOSDAQ","일반전기전자","4720","-50","-1.05","67235068960"
"089980","상아프론테크","KOSDAQ","화학","54800","-100","-0.18","861717122000"
"042940","상지카일룸","KOSDAQ","건설","1725","0","0.00","104527827450"
"042600","새로닉스","KOSDAQ","IT부품","11550","-250","-2.12","143492279700"
"252990","샘씨엔에스","KOSDAQ","반도체","8350","490","6.23","418784614100"
"263540","샘코","KOSDAQ","운송장비·부품","2015","0","0.00","60278610145"
"294630","서남","KOSDAQ","일반전기전자","4040","-30","-0.74","83349886400"
"038070","서린바이오","KOSDAQ","유통","21550","-450","-2.05","178879567800"
"006730","서부T&D","KOSDAQ","숙박·음식","8820","150","1.73","522663771420"
"079650","서산","KOSDAQ","비금속","3060","-25","-0.81","61200000000"
"100660","서암기계공업","KOSDAQ","기계·장비","6370","120","1.92","80262000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","8800","-150","-1.68","102520000000"
"043710","서울리거","KOSDAQ","유통","1110","-40","-3.48","43007571600"
"092190","서울바이오시스","KOSDAQ","IT부품","16550","-450","-2.65","632601457150"
"046890","서울반도체","KOSDAQ","반도체","18550","-200","-1.07","1081565170000"
"063170","서울옥션","KOSDAQ","유통","20300","-900","-4.25","343425250000"
"027040","서울전자통신","KOSDAQ","유통","945","1","0.11","65761460415"
"018680","서울제약","KOSDAQ","제약","8840","-140","-1.56","75356783320"
"093920","서원인텍","KOSDAQ","IT부품","7510","-30","-0.40","139686000000"
"189860","서전기전","KOSDAQ","일반전기전자","11000","-100","-0.90","106686580000"
"178320","서진시스템","KOSDAQ","통신장비","41900","-800","-1.87","787314449900"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","2785","5","0.18","54422370110"
"140070","서플러스글로벌","KOSDAQ","유통","5600","-40","-0.71","207132800000"
"011370","서한","KOSDAQ","건설","2155","-45","-2.05","217428434075"
"065710","서호전기","KOSDAQ","일반전기전자","23650","-100","-0.42","121797500000"
"035890","서희건설","KOSDAQ","건설","2155","15","0.70","495237224835"
"357550","석경에이티","KOSDAQ","화학","23400","-600","-2.50","127647000000"
"003100","선광","KOSDAQ","운송","49150","-300","-0.61","324390000000"
"123420","선데이토즈","KOSDAQ","디지털컨텐츠","22750","-450","-1.94","217713905500"
"171090","선익시스템","KOSDAQ","반도체","28400","-600","-2.07","256735119600"
"086710","선진뷰티사이언스","KOSDAQ","화학","18700","-200","-1.06","114362655000"
"014620","성광벤드","KOSDAQ","금속","10100","-100","-0.98","288860000000"
"037350","성도이엔지","KOSDAQ","기타서비스","6580","0","0.00","101792600000"
"081580","성우전자","KOSDAQ","IT부품","3350","-60","-1.76","51952279050"
"045300","성우테크론","KOSDAQ","반도체","6990","-310","-4.25","67010676510"
"015750","성우하이텍","KOSDAQ","운송장비·부품","6690","-160","-2.34","535200000000"
"080470","성창오토텍","KOSDAQ","운송장비·부품","9860","-60","-0.60","71978000000"
"043260","성호전자","KOSDAQ","IT부품","1850","-10","-0.54","98799960400"
"148150","세경하이테크","KOSDAQ","일반전기전자","23450","1150","5.16","275396800000"
"053060","세동","KOSDAQ","운송장비·부품","1625","-45","-2.69","28370886375"
"017510","세명전기","KOSDAQ","금속","5990","170","2.92","91323540000"
"011560","세보엠이씨","KOSDAQ","건설","7220","-30","-0.41","76026600000"
"100700","세운메디칼","KOSDAQ","제약","5340","-20","-0.37","233892000000"
"234100","세원","KOSDAQ","운송장비·부품","5370","-190","-3.42","170886728340"
"024830","세원물산","KOSDAQ","운송장비·부품","6280","0","0.00","52438000000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","24500","1850","8.17","166054654500"
"036630","세종텔레콤","KOSDAQ","통신서비스","684","-10","-1.44","410623070184"
"039310","세중","KOSDAQ","기타서비스","4965","-45","-0.90","89974076655"
"067770","세진티에스","KOSDAQ","IT부품","4955","-185","-3.60","41605118315"
"053450","세코닉스","KOSDAQ","의료·정밀기기","6440","0","0.00","93069669280"
"234340","세틀뱅크","KOSDAQ","소프트웨어","33950","-300","-0.88","320318250000"
"252500","세화피앤씨","KOSDAQ","화학","4005","15","0.38","83076495975"
"347000","센코","KOSDAQ","일반전기전자","21250","-200","-0.93","175338935000"
"331920","셀레믹스","KOSDAQ","제약","16850","-200","-1.17","137565893800"
"049180","셀루메드","KOSDAQ","제약","9660","-200","-2.03","382603359180"
"299660","셀리드","KOSDAQ","기타서비스","106500","-6700","-5.92","1033975698000"
"268600","셀리버리","KOSDAQ","기타서비스","87900","-2200","-2.44","1466894010600"
"108860","셀바스AI","KOSDAQ","소프트웨어","4940","-60","-1.20","108956368300"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","2850","-100","-3.39","61789607400"
"068760","셀트리온제약","KOSDAQ","제약","143900","-1300","-0.90","5258998755600"
"091990","셀트리온헬스케어","KOSDAQ","유통","111200","-2500","-2.20","17234990526400"
"290690","소룩스","KOSDAQ","일반전기전자","15900","0","0.00","131283803700"
"053110","소리바다","KOSDAQ","디지털컨텐츠","3960","0","0.00","19563782040"
"950200","소마젠","KOSDAQ","기타서비스","13000","-50","-0.38","246526189000"
"032680","소프트센","KOSDAQ","유통","2145","15","0.70","76739093145"
"032685","소프트센우","KOSDAQ","유통","37650","-350","-0.92","5378566050"
"258790","소프트캠프","KOSDAQ","출판·매체복제","3575","35","0.99","89343840300"
"066910","손오공","KOSDAQ","유통","2925","-20","-0.68","78671270925"
"043100","솔고바이오","KOSDAQ","의료·정밀기기","1425","-45","-3.06","86581871400"
"154040","솔루에타","KOSDAQ","IT부품","3825","-90","-2.30","52881451200"
"035610","솔본","KOSDAQ","기타서비스","6940","-10","-0.14","189781219180"
"357780","솔브레인","KOSDAQ","화학","342000","-6000","-1.72","2660269572000"
"036830","솔브레인홀딩스","KOSDAQ","기타서비스","37550","-850","-2.21","787200302800"
"304100","솔트룩스","KOSDAQ","소프트웨어","33100","300","0.91","168178286500"
"086980","쇼박스","KOSDAQ","오락·문화","4320","-110","-2.48","270432000000"
"050960","수산아이앤티","KOSDAQ","출판·매체복제","22750","-600","-2.57","153585250000"
"084180","수성이노베이션","KOSDAQ","기계·장비","2345","-100","-4.09","128608516365"
"253840","수젠텍","KOSDAQ","의료·정밀기기","21650","300","1.41","333170031400"
"058530","슈펙스비앤피","KOSDAQ","유통","1620","0","0.00","21187053360"
"236200","슈프리마","KOSDAQ","일반전기전자","27800","-250","-0.89","199972989400"
"317770","슈프리마아이디","KOSDAQ","일반전기전자","18800","-450","-2.34","57415576000"
"094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스","9510","-190","-1.96","99587198400"
"192440","슈피겐코리아","KOSDAQ","IT부품","54600","-300","-0.55","339413419800"
"099440","스맥","KOSDAQ","기계·장비","2155","70","3.36","66233082395"
"033790","스카이문스테크놀로지","KOSDAQ","통신장비","829","0","0.00","14190075900"
"131100","스카이이앤엠","KOSDAQ","유통","1595","-50","-3.04","65843521975"
"159910","스킨앤스킨","KOSDAQ","반도체","263","0","0.00","75277601849"
"158310","스타모빌리티","KOSDAQ","기계·장비","1015","0","0.00","48320266610"
"115570","스타플렉스","KOSDAQ","화학","5290","50","0.95","42238047320"
"253450","스튜디오드래곤","KOSDAQ","오락·문화","92700","-1000","-1.07","2781402781500"
"204630","스튜디오산타클로스","KOSDAQ","오락·문화","3035","-65","-2.10","89392449925"
"013810","스페코","KOSDAQ","기계·장비","7560","-200","-2.58","110795353200"
"039670","스포츠서울","KOSDAQ","출판·매체복제","7360","0","0.00","67797501120"
"049830","승일","KOSDAQ","금속","17400","-750","-4.13","106698748800"
"020710","시공테크","KOSDAQ","기타서비스","8150","-450","-5.23","163390955500"
"033170","시그네틱스","KOSDAQ","반도체","1855","-40","-2.11","159026031745"
"048870","시너지이노베이션","KOSDAQ","의료·정밀기기","5280","-50","-0.94","400126927200"
"025320","시노펙스","KOSDAQ","IT부품","3790","-65","-1.69","277590810820"
"269620","시스웍","KOSDAQ","의료·정밀기기","2375","210","9.70","177652275250"
"131090","시큐브","KOSDAQ","소프트웨어","1560","-60","-3.70","65520000000"
"139050","시티랩스","KOSDAQ","컴퓨터서비스","674","4","0.60","59824908608"
"290520","신도기연","KOSDAQ","기계·장비","16600","-250","-1.48","133817248000"
"001000","신라섬유","KOSDAQ","유통","3220","-65","-1.98","78173678800"
"025870","신라에스지","KOSDAQ","유통","16700","200","1.21","66800000000"
"215600","신라젠","KOSDAQ","기타서비스","12100","0","0.00","866567212500"
"065350","신성델타테크","KOSDAQ","일반전기전자","15850","-100","-0.63","435620575800"
"002800","신신제약","KOSDAQ","제약","8220","-90","-1.08","124701510000"
"323280","신영스팩5호","KOSDAQ","금융","2530","225","9.76","8867650000"
"344050","신영스팩6호","KOSDAQ","금융","2385","115","5.07","10267425000"
"017000","신원종합개발","KOSDAQ","건설","6990","-40","-0.57","80161508730"
"012790","신일제약","KOSDAQ","제약","15150","-250","-1.62","169940367900"
"138070","신진에스엠","KOSDAQ","금속","10400","-100","-0.95","93310703200"
"226330","신테카바이오","KOSDAQ","출판·매체복제","14050","-250","-1.75","189675224800"
"333050","신한제6호스팩","KOSDAQ","금융","2240","35","1.59","11222400000"
"366330","신한제7호스팩","KOSDAQ","금융","2200","0","0.00","10010000000"
"056700","신화인터텍","KOSDAQ","IT부품","3840","-25","-0.65","111878749440"
"187270","신화콘텍","KOSDAQ","IT부품","5100","60","1.19","51733609500"
"243840","신흥에스이씨","KOSDAQ","IT부품","62500","-3400","-5.16","470330812500"
"222800","심텍","KOSDAQ","반도체","26050","350","1.36","829800425150"
"036710","심텍홀딩스","KOSDAQ","IT부품","2980","-25","-0.83","121177465420"
"160980","싸이맥스","KOSDAQ","반도체","20200","-250","-1.22","220669708600"
"356890","싸이버원","KOSDAQ","소프트웨어","17100","800","4.91","79358193000"
"217330","싸이토젠","KOSDAQ","기타서비스","59000","-300","-0.51","334167976000"
"010280","쌍용정보통신","KOSDAQ","컴퓨터서비스","1210","-50","-3.97","48961481140"
"208640","썸에이지","KOSDAQ","출판·매체복제","3335","-75","-2.20","454940743360"
"222420","쎄노텍","KOSDAQ","비금속","2225","-15","-0.67","89351939375"
"037760","쎄니트","KOSDAQ","금속","2255","-30","-1.31","76293236855"
"136510","쎄미시스코","KOSDAQ","기계·장비","39900","-1100","-2.68","273750468600"
"099320","쎄트렉아이","KOSDAQ","통신장비","53400","-200","-0.37","485171413800"
"049960","쎌바이오텍","KOSDAQ","제약","19700","-700","-3.43","185180000000"
"050890","쏠리드","KOSDAQ","통신장비","7300","-210","-2.80","440051132100"
"066790","씨씨에스","KOSDAQ","방송서비스","865","-23","-2.59","48444381225"
"222080","씨아이에스","KOSDAQ","기계·장비","11450","-150","-1.29","658279690200"
"352480","씨앤씨인터내셔널","KOSDAQ","화학","42750","-250","-0.58","285397332750"
"264660","씨앤지하이테크","KOSDAQ","반도체","15350","1100","7.72","129024118000"
"352700","씨앤투스성진","KOSDAQ","섬유·의류","20250","-100","-0.49","202409502750"
"297090","씨에스베어링","KOSDAQ","기계·장비","28100","1250","4.66","269209240000"
"115530","씨엔플러스","KOSDAQ","IT부품","839","0","0.00","57020957000"
"225330","씨엠에스에듀","KOSDAQ","기타서비스","8500","-140","-1.62","158394338000"
"115480","씨유메디칼","KOSDAQ","의료·정밀기기","1395","-20","-1.41","37623045375"
"189330","씨이랩","KOSDAQ","소프트웨어","110300","19500","21.48","332404712600"
"096530","씨젠","KOSDAQ","제약","72000","-2700","-3.61","3760271568000"
"900120","씨케이에이치","KOSDAQ","금융","296","-9","-2.95","34556805048"
"101240","씨큐브","KOSDAQ","화학","8160","-10","-0.12","82727581440"
"060590","씨티씨바이오","KOSDAQ","제약","9080","30","0.33","205882852840"
"260930","씨티케이","KOSDAQ","화학","11350","2610","29.86","219527057850"
"013990","아가방컴퍼니","KOSDAQ","유통","6230","-160","-2.50","204889349280"
"123860","아나패스","KOSDAQ","반도체","22950","150","0.66","259992127350"
"025980","아난티","KOSDAQ","숙박·음식","11000","600","5.77","937539493000"
"050320","아래스","KOSDAQ","컴퓨터서비스","990","0","0.00","45205142400"
"058220","아리온","KOSDAQ","통신장비","275","0","0.00","10717917100"
"125210","아모그린텍","KOSDAQ","IT부품","12700","-150","-1.17","209509233000"
"357580","아모센스","KOSDAQ","IT부품","17750","3250","22.41","198801349000"
"052710","아모텍","KOSDAQ","IT부품","30450","-200","-0.65","296686712700"
"074430","아미노로직스","KOSDAQ","유통","3005","0","0.00","263919666220"
"092040","아미코젠","KOSDAQ","음식료·담배","40450","-800","-1.94","777429179500"
"083930","아바코","KOSDAQ","기계·장비","12600","-100","-0.79","194201254800"
"149950","아바텍","KOSDAQ","IT부품","21150","-250","-1.17","330098625000"
"036010","아비코전자","KOSDAQ","일반전기전자","8430","-20","-0.24","112059433620"
"050860","아세아텍","KOSDAQ","기계·장비","3385","5","0.15","76162500000"
"246720","아스타","KOSDAQ","제약","5690","-120","-2.07","65392455870"
"067390","아스트","KOSDAQ","운송장비·부품","7210","-140","-1.90","185262702030"
"127710","아시아경제","KOSDAQ","디지털컨텐츠","4980","-160","-3.11","127033495320"
"154030","아시아종묘","KOSDAQ","농업, 임업 및 어업","7990","290","3.77","84853552310"
"227610","아우딘퓨쳐스","KOSDAQ","화학","2480","-60","-2.36","55003543040"
"143160","아이디스","KOSDAQ","통신장비","25300","-250","-0.98","271124667000"
"054800","아이디스홀딩스","KOSDAQ","기타서비스","13600","-200","-1.45","140729481600"
"332370","아이디피","KOSDAQ","정보기기","8860","-90","-1.01","58802606180"
"339950","아이비김영","KOSDAQ","기타서비스","4405","-195","-4.24","197990015275"
"099190","아이센스","KOSDAQ","의료·정밀기기","33500","1400","4.36","460197473000"
"289010","아이스크림에듀","KOSDAQ","출판·매체복제","8640","40","0.47","111145279680"
"214430","아이쓰리시스템","KOSDAQ","일반전기전자","19650","-50","-0.25","139647834000"
"040910","아이씨디","KOSDAQ","반도체","15100","-100","-0.66","272787736300"
"068940","아이씨케이","KOSDAQ","정보기기","3830","70","1.86","132823335260"
"052860","아이앤씨","KOSDAQ","반도체","4720","-100","-2.07","84312670880"
"069920","아이에스이커머스","KOSDAQ","유통","3575","-40","-1.11","92329244150"
"038880","아이에이","KOSDAQ","반도체","1185","-40","-3.27","349301442750"
"307180","아이엘사이언스","KOSDAQ","일반전기전자","3710","15","0.41","78733705330"
"101390","아이엠","KOSDAQ","IT부품","1390","-45","-3.14","87428272820"
"078860","아이오케이","KOSDAQ","오락·문화","1700","-30","-1.73","144436856900"
"114810","아이원스","KOSDAQ","IT부품","9540","0","0.00","243300279960"
"031310","아이즈비전","KOSDAQ","통신장비","4450","-130","-2.84","73157546100"
"185490","아이진","KOSDAQ","기타서비스","40000","-4050","-9.19","790653000000"
"059100","아이컴포넌트","KOSDAQ","IT부품","7750","-30","-0.39","54799165000"
